day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
16.9,F,7.55,A,0.375,0.304,4,R150_R751_L230,T_tree_crow,2019
16.9,F,5.73,A,0.375,0.304,4,R507_R573,purgatory_crow,2019
16.9,F,1.5,P,0.375,0.304,1.7,R893,purgatory_crow,2019
16.9,M,1.95,P,0.375,0.304,1.5,R897,T_tree_crow,2019
16.9,F,1.7,P,0.375,0.304,0.6,R910,purgatory_crow,2019
16.9,F,8.37,P,0.375,0.304,1,R837_R1118_R1358_L1228_L1326,T_tree_crow,2019
16.9,M,8.5,A,0.375,0.304,2.3,R799,purgatory_crow,2019
16.9,F,1.7,P,0.375,0.304,2.2,R911,purgatory_crow,2019
16.9,F,7.55,A,0.375,0.304,2.4,R523,T_tree_crow,2019
18.2,M,2.65,P,0.375,0.304,3.9,R845,purgatory_crow,2019
18.2,M,3,P,0.375,0.304,3.6,R901,T_tree_crow,2019
18.2,F,2.3,P,0.375,0.304,3.7,R835,T_tree_crow,2019
18.2,F,7.35,A,0.375,0.304,3.6,R714,purgatory_crow,2019
18.2,F,1.5,P,0.375,0.304,3.1,R838,purgatory_crow,2019
18.2,F,1,P,0.375,0.304,2.9,R837_R1118_R1358_L1228_L1326,T_tree_crow,2019
18.2,F,1.65,P,0.375,0.304,4.2,R853,T_tree_crow,2019
18.2,F,1.9,P,0.375,0.304,2.8,R881,purgatory_crow,2019
18.9,F,8.25,A,0.375,0.304,3.7,R734,T_tree_crow,2019
18.9,M,3.2,P,0.375,0.304,3.4,R886,purgatory_crow,2019
18.9,F,2.55,P,0.375,0.304,2.8,R837_R1118_R1358_L1228_L1326,T_tree_crow,2019
18.9,F,7.05,A,0.375,0.304,4,R523,T_tree_crow,2019
18.9,F,2.05,P,0.375,0.304,3.5,R893,purgatory_crow,2019
18.9,F,3.15,P,0.375,0.304,2.8,R900,purgatory_crow,2019
18.9,M,2.75,P,0.375,0.304,2.9,R897,purgatory_crow,2019
18.9,F,3,P,0.375,0.304,2.3,R838,pine_crow,2019
19,M,2.35,P,0.375,0.304,3.4,R854,purgatory_crow,2019
19,F,8.5,A,0.375,0.304,3.6,R627_R1334,purgatory_crow,2019
19,F,5.9,A,0.375,0.304,3.8,R777_R889,purgatory_crow,2019
19.7,F,2.6,P,0.375,0.304,3.6,R866,T_tree_crow,2019
19.7,F,3.55,P,0.375,0.304,3,R900,T_tree_crow,2019
19.7,F,3.7,P,0.375,0.304,3.5,R855,T_tree_crow,2019
19.7,F,2.95,P,0.375,0.304,3.8,R840,T_tree_crow,2019
19.7,F,2.25,P,0.375,0.304,3.4,R910,T_tree_crow,2019
19.7,F,2.85,P,0.375,0.304,2.9,R837_R1118_R1358_L1228_L1326,T_tree_crow,2019
19.7,F,6.55,A,0.375,0.304,3.7,R714,T_tree_crow,2019
19.7,F,7.2,A,0.375,0.304,3.6,R523,T_tree_crow,2019
19.8,F,3.3,P,0.375,0.304,3.4,R930,T_tree_crow,2019
19.8,F,8.45,A,0.375,0.304,3.9,R486_R650,pine_crow,2019
19.8,F,8.2,A,0.375,0.304,3.5,R713,T_tree_crow,2019
19.8,M,7.85,A,0.375,0.304,3.8,R833,T_tree_crow,2019
19.8,M,4.4,P,0.375,0.304,3.5,R844,T_tree_crow,2019
19.8,F,6.85,A,0.375,0.304,4,R437,T_tree_crow,2019
14.2,M,9.75,A,0.4,0.316,3.7,R1240,A_area_crow,2023
14.2,F,8.2,A,0.4,0.316,4.1,R1255,A_area_crow,2023
14.2,F,7.4,A,0.4,0.316,4,R1251,A_area_crow,2023
14.2,M,6.45,A,0.4,0.316,4.1,R1332,A_area_crow,2023
16.7,F,7.45,A,0.4,0.316,4.2,R1251,A_area_crow,2023
18.4,M,5.5,P,0.4,0.316,4.3,R1336,A_area_crow,2023
18.4,M,5.95,P,0.4,0.316,3.5,R1346,A_area_crow,2023
18.6,F,4.75,P,0.4,0.316,3.9,R1348,A_area_crow,2023
19.9,F,9.5,A,0.4,0.316,4.5,R1251,A_area_crow,2023
20,F,2.3,P,0.4,0.316,5.8,R1398_L1477,A_area_crow,2023
20,F,2,P,0.4,0.316,4.2,R1440,A_area_crow,2023
20.1,F,2.6,P,0.4,0.316,4.1,R1394,A_area_crow,2023
16,M,8.3,A,0.44,0.333,3.8,R462_R577,W_tree_crow,2020
16,F,7.35,A,0.44,0.333,3.7,R627_R1334,W_tree_crow,2020
16.3,F,5.55,A,0.44,0.333,3.6,R798,W_tree_crow,2020
20.2,F,5.55,A,0.44,0.333,3.2,R584,W_tree_crow,2020
20.2,M,3.6,P,0.44,0.333,3.3,R1003,W_tree_crow,2020
21.2,F,5.35,A,0.44,0.333,3,R584,W_tree_crow,2020
21.3,F,6.15,A,0.44,0.333,3.7,R831_R1034,W_tree_crow,2020
15.4,M,8,A,0.48,0.333,4.1,R605,N_tree_crow,2020
15.4,M,8.05,A,0.48,0.333,3.4,R471,N_tree_crow,2020
15.4,F,2.9,P,0.48,0.333,2.5,R990,N_tree_crow,2020
16,F,7,A,0.48,0.333,3.3,R714,N_tree_crow,2020
16,F,5.45,A,0.48,0.333,3.6,R777_R889,N_tree_crow,2020
16.3,F,8.8,A,0.48,0.333,3.4,R561,N_tree_crow,2020
17.4,F,5.55,A,0.48,0.333,4.2,R777_R889,N_tree_crow,2020
17.5,F,7.45,A,0.48,0.333,3.3,R714,N_tree_crow,2020
15.6,M,3.35,P,0.45,0.368,3.3,R1336,B_area_crow,2023
15.6,F,2.7,P,0.45,0.368,3.5,R1348,B_area_crow,2023
15.6,M,3.5,P,0.45,0.368,4.1,R1346,B_area_crow,2023
15.6,M,2.2,P,0.45,0.368,3.6,R1353,B_area_crow,2023
15.7,M,8.45,A,0.45,0.368,4.1,R1206,B_area_crow,2023
15.7,F,7.95,A,0.45,0.368,4.2,R1255,B_area_crow,2023
15.7,F,2.15,P,0.45,0.368,3,R1355,B_area_crow,2023
15.7,F,7.35,A,0.45,0.368,4.5,R1251,B_area_crow,2023
15.7,F,2.2,P,0.45,0.368,3,R1354,B_area_crow,2023
15.7,M,7,A,0.45,0.368,4.4,R1356,B_area_crow,2023
15.8,F,7.25,A,0.45,0.368,4.1,R1227,B_area_crow,2023
15.9,M,5.65,A,0.45,0.368,3.8,R1272,B_area_crow,2023
16.7,F,2.2,P,0.45,0.368,3.4,R1333,B_area_crow,2023
16.7,F,2,P,0.45,0.368,3.7,R1351,B_area_crow,2023
16.7,M,3.2,P,0.45,0.368,3.7,R1339,B_area_crow,2023
16.7,M,4.15,P,0.45,0.368,4.4,R1336,B_area_crow,2023
16.7,F,3.25,P,0.45,0.368,3.8,R1348,B_area_crow,2023
18.4,M,8,A,0.45,0.368,3.5,R1163,B_area_crow,2023
18.4,F,6.85,A,0.45,0.368,4.2,R1136,B_area_crow,2023
18.4,F,2.95,P,0.45,0.368,3.9,R1333,B_area_crow,2023
18.6,F,7.5,A,0.45,0.368,4.6,R1265,B_area_crow,2023
18.6,F,2.7,P,0.45,0.368,3.3,R1404,B_area_crow,2023
19.9,M,4.35,P,0.45,0.368,3.6,R1396,B_area_crow,2023
19.9,F,3.7,P,0.45,0.368,3.6,R1333,B_area_crow,2023
20,F,5.55,P,0.45,0.368,4.1,R1348,B_area_crow,2023
20,F,2.95,P,0.45,0.368,4,R1433,B_area_crow,2023
20,M,3,P,0.45,0.368,3.9,R1439,B_area_crow,2023
20.1,F,2.75,P,0.45,0.368,3.7,R1443,B_area_crow,2023
15.3,F,4.5,A,0.48,0.375,4.1,R893,S_tree_crow,2020
15.4,F,7.1,A,0.48,0.375,3.8,R841,S_tree_crow,2020
15.4,M,4.65,A,0.48,0.375,3,R988,S_tree_crow,2020
15.6,F,7.75,A,0.48,0.375,3.6,R561,S_tree_crow,2020
15.6,M,4.8,A,0.48,0.375,2.7,R998,S_tree_crow,2020
16,F,6.8,A,0.48,0.375,3.7,R867,S_tree_crow,2020
16.3,F,2.95,P,0.48,0.375,2.9,R1009,S_tree_crow,2020
16.3,M,4.5,P,0.48,0.375,2.8,R1012,S_tree_crow,2020
17.4,F,2,A,0.48,0.375,3.7,R747,S_tree_crow,2020
18.8,F,5.7,A,0.48,0.375,3.7,R587,S_tree_crow,2020
18.8,M,6.45,A,0.48,0.375,3.4,R814,S_tree_crow,2020
18.8,F,8.05,A,0.48,0.375,3.9,R561,S_tree_crow,2020
19.8,F,6.6,A,0.48,0.375,3,R747,S_tree_crow,2020
20.2,M,5.45,A,0.48,0.375,3.3,R998,S_tree_crow,2020
21.2,F,6.55,A,0.48,0.375,3.5,R747,S_tree_crow,2020
21.2,F,6.5,A,0.48,0.375,3.8,R523,S_tree_crow,2020
16.9,M,2.05,P,0.375,0.391,2.5,R864,H_tree_crow,2019
17,F,1.1,P,0.375,0.391,2.5,R921,H_tree_crow,2019
18.2,F,2.55,P,0.375,0.391,3.4,R930,H_tree_crow,2019
18.2,F,6.2,A,0.375,0.391,3.5,R291,H_tree_crow,2019
16,M,4.1,P,0.48,0.417,3.2,R978,M_tree_crow,2020
14.6,M,1.75,P,0.455,0.429,3,R1105,580_crow,2021
14.6,M,2.85,P,0.455,0.429,3,R1108,580_crow,2021
15.2,M,5.15,A,0.455,0.429,3.6,R1115,580_crow,2021
15.2,F,6.05,A,0.455,0.429,3.9,R584,580_crow,2021
15.2,F,1.85,P,0.455,0.429,4.4,R1119,580_crow,2021
15.2,F,4.55,A,0.455,0.429,4.1,R923,580_crow,2021
15.2,M,4.25,A,0.455,0.429,3.4,R1124,580_crow,2021
15.3,F,4.3,A,0.455,0.429,3.4,R1126,580_crow,2021
15.4,F,5.85,P,0.455,0.429,3.8,R1147_L1194,580_crow,2021
16.5,F,4.25,P,0.455,0.429,3.5,R1135,580_crow,2021
16.5,F,4.45,A,0.455,0.429,3.7,R1078,580_crow,2021
16.5,F,6.5,P,0.455,0.429,3.5,R1147_L1194,580_crow,2021
16.5,M,3.8,P,0.455,0.429,3.3,R1180,580_crow,2021
16.5,M,4.2,A,0.455,0.429,3.8,R1162,580_crow,2021
16.6,M,5.85,A,0.455,0.429,4.2,R1103,580_crow,2021
16.6,F,7.2,A,0.455,0.429,3.6,R1066,580_crow,2021
16.6,F,3.3,P,0.455,0.429,3.6,R1189,580_crow,2021
16.6,M,3.3,A,0.455,0.429,3.2,R1199,580_crow,2021
17.2,F,7.6,A,0.455,0.429,3.8,R584,X_tree_crow,2021
17.2,F,5.05,P,0.455,0.429,3.5,R1119,580_crow,2021
17.2,F,4.15,P,0.455,0.429,2.8,R1190,580_crow,2021
17.2,M,2.15,P,0.455,0.429,3.3,R1105,580_crow,2021
17.2,F,10.2,A,0.455,0.429,3.6,R837_R1118_R1358_L1228_L1326,580_crow,2021
17.2,M,5.65,A,0.455,0.429,3.3,R1196,580_crow,2021
17.2,F,4.25,P,0.455,0.429,3.6,R1135,580_crow,2021
17.3,M,6.05,A,0.455,0.429,3.6,R1123,580_crow,2021
18.7,M,5.1,A,0.455,0.429,3.1,R1121,580_crow,2021
18.7,F,5.05,P,0.455,0.429,3,R1135,580_crow,2021
18.7,M,6.95,A,0.455,0.429,3.6,R1123,580_crow,2021
18.7,F,4.55,P,0.455,0.429,2.8,R1172,580_crow,2021
18.7,F,8.65,A,0.455,0.429,3.6,R1016_R1261,580_crow,2021
18.7,F,3.95,P,0.455,0.429,3.7,R1131,580_crow,2021
18.7,F,6.1,A,0.455,0.429,3.8,R1213,580_crow,2021
18.7,F,6.05,A,0.455,0.429,3.3,R1212,580_crow,2021
20,M,3.05,P,0.455,0.429,3.3,R1105,580_crow,2021
20,M,6.75,A,0.455,0.429,3.9,R1123,580_crow,2021
20,F,4.9,P,0.455,0.429,3.2,R1122,580_crow,2021
20,F,3.85,P,0.455,0.429,2.9,R1245,580_crow,2021
20,F,6.9,A,0.455,0.429,3.4,R1208,580_crow,2021
20,M,4.4,A,0.455,0.429,3.3,R1162,X_tree_crow,2021
20,M,4.85,A,0.455,0.429,3.2,R1229,580_crow,2021
20.1,M,5.7,A,0.455,0.429,3.5,R1188,580_crow,2021
20.1,F,2.4,P,0.455,0.429,3,R1247,580_crow,2021
14.4,F,6.9,A,0.6,0.053,3.7,R627_R1334,O_tree_crow,2023
16.7,F,6.05,A,0.6,0.053,4,R1090,O_tree_crow,2023
19.9,F,4.65,A,0.6,0.053,4.1,R1298,O_tree_crow,2023
17.6,F,6.85,A,0.75,0.125,3.9,R1251,N_tree_crow,2024
17.6,F,2.25,P,0.75,0.125,3.8,R1500,N_tree_crow,2024
9.6,F,6.6,A,0.714,0.148,3.6,R1089,T_tree_crow,2022
14,F,4.7,A,0.714,0.148,3,R1157,T_tree_crow,2022
15.1,F,8.05,A,0.714,0.148,4,R1090,T_tree_crow,2022
15.1,F,7.4,A,0.714,0.148,3.6,R1136,N_tree_crow,2022
15.1,F,6.35,A,0.714,0.148,3.5,R977,T_tree_crow,2022
16.4,F,7.8,A,0.714,0.148,3.7,R1136,T_tree_crow,2022
16.4,M,3,P,0.714,0.148,3,R1254,T_tree_crow,2022
16.4,M,3.05,P,0.714,0.148,3.1,R1256,T_tree_crow,2022
16.5,M,10.2,A,0.714,0.148,2.8,R1304,T_tree_crow,2022
17.8,F,8.8,A,0.714,0.148,2.7,R1090,T_tree_crow,2022
17.9,F,8.35,A,0.714,0.148,3.7,R1136,T_tree_crow,2022
17.9,M,9.5,A,0.714,0.148,4.6,R851_L1148,T_tree_crow,2022
19.2,M,4.3,P,0.714,0.148,3.7,R1262,T_tree_crow,2022
19.2,F,5.8,A,0.714,0.148,2.6,R1016_R1261,T_tree_crow,2022
19.2,M,8.9,A,0.714,0.148,4,R945,T_tree_crow,2022
13.7,M,6.75,A,0.5,0.158,3.2,R1238,P_tree_crow,2023
13.8,F,6.7,A,0.5,0.158,3.9,R1147_L1194,P_tree_crow,2023
14.2,M,7.8,A,0.5,0.158,4.5,R1233,E_tree_crow,2023
14.2,F,8.75,A,0.5,0.158,4.1,R952,E_tree_crow,2023
14.4,M,6.9,A,0.5,0.158,3.2,R1238,P_tree_crow,2023
14.4,F,6.25,A,0.5,0.158,3.5,R990,P_tree_crow,2023
14.4,F,6.5,A,0.5,0.158,3.6,R1135,P_tree_crow,2023
15,F,5.45,A,0.5,0.158,3.5,R837_R1118_R1358_L1228_L1326,P_tree_crow,2023
15,F,8.05,A,0.5,0.158,4.5,R888,P_tree_crow,2023
15.6,M,2.9,P,0.5,0.158,2.5,R1343,P_tree_crow,2023
15.6,M,7.05,A,0.5,0.158,3.3,R1238,P_tree_crow,2023
15.8,F,2.55,P,0.5,0.158,3.3,R1359,P_tree_crow,2023
16.7,F,6.95,A,0.5,0.158,4.2,R1069_L1403,E_tree_crow,2023
16.7,F,8.7,A,0.5,0.158,3.6,R1147_L1194,P_tree_crow,2023
16.7,M,7.4,A,0.5,0.158,3.5,R1238,P_tree_crow,2023
16.7,F,8.6,A,0.5,0.158,3.9,R888,E_tree_crow,2023
18.4,F,3.75,P,0.5,0.158,3.4,R1359,P_tree_crow,2023
19.9,F,9.8,A,0.5,0.158,3.7,R1147_L1194,P_tree_crow,2023
19.9,M,6.15,P,0.5,0.158,3.8,R1343,P_tree_crow,2023
19.9,F,6.8,A,0.5,0.158,3.7,R1090,P_tree_crow,2023
19.9,F,4.95,P,0.5,0.158,3.6,R1359,P_tree_crow,2023
13.2,M,6.5,A,0.55,0.158,3.6,R1238,V_tree_crow,2023
13.2,M,7.4,A,0.55,0.158,3.4,R1123,cedar_crow,2023
13.5,F,6.7,A,0.55,0.158,3.7,R714,cedar_crow,2023
13.5,M,9,A,0.55,0.158,3.7,R1299,cedar_crow,2023
15.6,F,7.4,A,0.55,0.158,3.2,R1147_L1194,cedar_crow,2023
15.6,M,7.95,A,0.55,0.158,2.9,R1123,cedar_crow,2023
16.7,M,8.4,A,0.55,0.158,3.6,R1123,cedar_crow,2023
18.6,F,5.5,A,0.55,0.158,4.1,R965,cedar_crow,2023
19.9,F,7.2,A,0.55,0.158,3.8,R1263,V_tree_crow,2023
19.9,F,5.55,A,0.55,0.158,3.9,R777_R889,V_tree_crow,2023
13.2,M,7.45,A,0.65,0.158,3.5,R851_L1148,oak_crow,2023
15.6,F,6.3,A,0.65,0.158,3.3,R1352,oak_crow,2023
15.7,F,7.95,A,0.65,0.158,3.4,R1181,oak_crow,2023
19.9,F,5.2,A,0.65,0.158,3.7,R965,oak_crow,2023
20.1,M,9.95,A,0.65,0.158,4.4,R1299,oak_crow,2023
14.6,F,7.2,A,0.5,0.185,3.8,R1120,Y_tree_crow,2022
15.1,F,6,A,0.5,0.185,3.6,R1135,Y_tree_crow,2022
16.4,F,7.25,A,0.5,0.185,3.8,R1120,Y_tree_crow,2022
16.4,M,7.95,A,0.5,0.185,3.1,R1134,Y_tree_crow,2022
16.5,F,5.75,A,0.5,0.185,4.1,R837_R1118_R1358_L1228_L1326,Y_tree_crow,2022
17.8,M,4.8,P,0.5,0.185,3.7,R1239,Y_tree_crow,2022
17.8,F,3,P,0.5,0.185,3.6,R1263,Y_tree_crow,2022
17.9,F,6.06,A,0.5,0.185,4,R1137_R1327_L1472,Y_tree_crow,2022
17.9,F,6.4,A,0.5,0.185,3.7,R838,Y_tree_crow,2022
17.9,M,7.8,A,0.5,0.185,3.7,R1134,Y_tree_crow,2022
18,F,6.95,A,0.5,0.185,3.6,R1244,Y_tree_crow,2022
19.2,M,7.9,A,0.5,0.185,3.5,R1311,Y_tree_crow,2022
19.3,F,5.7,A,0.5,0.185,4.4,R837_R1118_R1358_L1228_L1326,Y_tree_crow,2022
9.6,F,6.47,A,0.75,0.185,3.7,R837_R1118_R1358_L1228_L1326,pine_crow,2022
9.6,M,7.1,A,0.75,0.185,3.3,R1133,purgatory_crow,2022
9.6,M,8.5,A,0.75,0.185,4.6,R851_L1148,purgatory_crow,2022
14.6,F,5.8,A,0.75,0.185,2.8,R1016_R1261,purgatory_crow,2022
15.1,F,6.95,A,0.75,0.185,3.3,R1120,purgatory_crow,2022
16.4,F,8.75,A,0.75,0.185,3.9,R1090,purgatory_crow,2022
16.4,M,8.4,A,0.75,0.185,4,R1133,pine_crow,2022
17.8,F,7.55,A,0.75,0.185,3.6,R1120,purgatory_crow,2022
19.2,M,8.95,A,0.75,0.185,3.8,R1133,purgatory_crow,2022
19.3,F,8.5,A,0.75,0.185,2.9,R1120,purgatory_crow,2022
14,F,6.3,A,0.821,0.185,3,R1131,U_tree_crow,2022
15.1,F,6.5,A,0.821,0.185,3,R1049,U_tree_crow,2022
15.5,F,5.7,A,0.5,0.188,2.6,R990,X_tree_crow,2024
15.6,F,6.6,A,0.5,0.188,3.2,R1227,X_tree_crow,2024
16.2,F,7.5,A,0.5,0.188,3.3,R1227,580_crow,2024
16.2,F,1.75,P,0.5,0.188,2.8,R1452,580_crow,2024
16.2,F,4,P,0.5,0.188,3.2,R1462,580_crow,2024
16.4,F,8.6,A,0.5,0.188,4.3,R1147_L1194,580_crow,2024
17.6,F,2.15,P,0.5,0.188,3.5,R1452,580_crow,2024
17.6,F,2.3,P,0.5,0.188,3.8,R1454,580_crow,2024
17.7,F,2.8,P,0.5,0.188,3.2,R1507,580_crow,2024
15.5,F,6.5,A,0.813,0.188,3.2,R1135,P_tree_crow,2024
15.5,F,6.6,A,0.813,0.188,3.3,R1354,P_tree_crow,2024
16.2,M,10.6,A,0.813,0.188,3.5,R1299,P_tree_crow,2024
16.2,F,1.7,P,0.813,0.188,3,R1454,P_tree_crow,2024
16.2,F,2,P,0.813,0.188,3.1,R1464,P_tree_crow,2024
16.2,F,6.7,A,0.813,0.188,3.9,R1135,P_tree_crow,2024
17.6,F,2.5,P,0.813,0.188,3.9,R1464,P_tree_crow,2024
19.9,F,2.8,P,0.813,0.188,3.5,R1452,P_tree_crow,2024
12.8,F,8.75,A,0.5,0.211,4.1,R888,C_tree_crow,2023
13,F,9.75,A,0.5,0.211,3.8,R1096_R1259,C_tree_crow,2023
15.6,F,2.1,P,0.5,0.211,3.4,R1347,C_tree_crow,2023
20,M,7.65,P,0.5,0.211,4,R1336,C_tree_crow,2023
20,M,2.6,P,0.5,0.211,3.5,R1438,C_tree_crow,2023
14.4,M,8,A,0.55,0.211,4.7,R1231,J_tree_crow,2023
15.6,F,7.55,A,0.55,0.211,2.7,R1136,J_tree_crow,2023
18.6,M,7.8,A,0.55,0.211,3.7,R1254,J_tree_crow,2023
20,F,4.8,P,0.55,0.211,4,R1354,J_tree_crow,2023
14.4,F,7,A,0.9,0.211,4,R1136,N_tree_crow,2023
14.4,M,8.1,A,0.9,0.211,4,R1299,N_tree_crow,2023
18.4,M,9.5,A,0.9,0.211,3.2,R1240,N_tree_crow,2023
19.9,M,5.9,P,0.9,0.211,3.7,R1339,N_tree_crow,2023
19.9,M,5.45,P,0.9,0.211,4,R1353,N_tree_crow,2023
20,F,7,A,0.9,0.211,4.1,R1136,N_tree_crow,2023
14,F,5.35,A,0.5,0.222,3.7,R1137_R1327_L1472,sunnyside_crow,2022
14.3,M,7.7,A,0.5,0.222,2.8,R1134,sunnyside_crow,2022
15.1,M,3.8,P,0.5,0.222,3.2,R1275,P_tree_crow,2022
15.1,F,5.61,A,0.5,0.222,3.8,R777_R889,sunnyside_crow,2022
15.1,F,1.9,P,0.5,0.222,3.1,R1263,P_tree_crow,2022
16.4,M,4.55,P,0.5,0.222,3.2,R1275,P_tree_crow,2022
16.4,M,2.9,P,0.5,0.222,3.4,R1273,P_tree_crow,2022
16.4,M,7.7,A,0.5,0.222,3.3,R1250_R1264,sunnyside_crow,2022
16.5,F,1.6,P,0.5,0.222,2.6,R1324,sunnyside_crow,2022
16.5,F,6.91,A,0.5,0.222,4.1,R1244,sunnyside_crow,2022
17.8,M,7.2,A,0.5,0.222,2.5,R969,sunnyside_crow,2022
17.9,M,6.41,A,0.5,0.222,3.3,R1222,sunnyside_crow,2022
17.9,F,3.75,P,0.5,0.222,3.7,R1310,sunnyside_crow,2022
13.7,M,8.75,A,0.571,0.222,2.9,R1133,V_tree_crow,2022
13.7,F,6,A,0.571,0.222,3.5,R910,cedar_crow,2022
13.7,M,8.45,A,0.571,0.222,3.7,R1123,cedar_crow,2022
13.7,F,2.7,P,0.571,0.222,3.7,R1241,cedar_crow,2022
13.7,F,7.3,A,0.571,0.222,3.5,R837_R1118_R1358_L1228_L1326,cedar_crow,2022
14,F,3.1,P,0.571,0.222,2.3,R1237,cedar_crow,2022
14,F,4.85,A,0.571,0.222,3.7,R1119,cedar_crow,2022
14,F,7.1,A,0.571,0.222,3.3,R1136,V_tree_crow,2022
14,M,7.55,A,0.571,0.222,3.5,R1250_R1264,V_tree_crow,2022
14,F,6.1,A,0.571,0.222,4.1,R1147_L1194,V_tree_crow,2022
14,M,1.55,P,0.571,0.222,4.2,R1252,cedar_crow,2022
14.3,M,7.75,A,0.571,0.222,3.4,R1128,cedar_crow,2022
14.3,M,2.9,P,0.571,0.222,2.9,R1260,V_tree_crow,2022
14.6,M,1.8,P,0.571,0.222,2.2,R1235,cedar_crow,2022
14.6,M,6.25,A,0.571,0.222,2.9,R1222,cedar_crow,2022
15.1,F,3.55,P,0.571,0.222,3.2,R1237,cedar_crow,2022
15.1,F,7.45,A,0.571,0.222,3.3,R1181,cedar_crow,2022
15.1,M,2,P,0.571,0.222,3.4,R1252,cedar_crow,2022
15.1,M,3.05,P,0.571,0.222,3.6,R1260,V_tree_crow,2022
15.1,M,8,A,0.571,0.222,3.1,R1133,V_tree_crow,2022
15.1,F,6,A,0.571,0.222,3.8,R1147_L1194,V_tree_crow,2022
15.1,M,1.75,P,0.571,0.222,3.6,R1270,cedar_crow,2022
16.4,F,4.2,P,0.571,0.222,3.6,R1253,cedar_crow,2022
16.4,M,8.8,A,0.571,0.222,3.9,R1123,cedar_crow,2022
16.4,M,2.95,P,0.571,0.222,3.5,R1252,cedar_crow,2022
16.4,F,7.4,A,0.571,0.222,3.7,R1147_L1194,V_tree_crow,2022
16.4,M,3.95,P,0.571,0.222,3.6,R1260,V_tree_crow,2022
16.4,M,9.56,A,0.571,0.222,3.8,R945,V_tree_crow,2022
16.4,F,6.5,A,0.571,0.222,3.2,R739,V_tree_crow,2022
16.5,M,8,A,0.571,0.222,3.2,R1128,V_tree_crow,2022
17.8,M,4.55,P,0.571,0.222,3.3,R1260,cedar_crow,2022
17.8,F,4.2,P,0.571,0.222,3.1,R1237,cedar_crow,2022
17.8,F,7.4,A,0.571,0.222,3.5,R1147_L1194,cedar_crow,2022
17.8,F,6.3,A,0.571,0.222,3.4,R990,cedar_crow,2022
17.8,M,2.65,P,0.571,0.222,3.5,R1252,cedar_crow,2022
17.8,F,6.95,A,0.571,0.222,3.7,R627_R1334,cedar_crow,2022
17.9,F,4.5,P,0.571,0.222,3.8,R1253,cedar_crow,2022
17.9,M,3.6,P,0.571,0.222,2.9,R1273,cedar_crow,2022
17.9,F,7.65,A,0.571,0.222,3.6,R1181,cedar_crow,2022
19.2,M,4.75,P,0.571,0.222,3.3,R1238,V_tree_crow,2022
19.2,F,4.35,P,0.571,0.222,3.5,R1237,cedar_crow,2022
19.2,M,4.25,P,0.571,0.222,3.5,R1252,cedar_crow,2022
19.3,M,5.3,P,0.571,0.222,3.7,R1239,cedar_crow,2022
19.3,M,4.65,A,0.571,0.222,3.9,R1123,cedar_crow,2022
19.3,M,4.3,P,0.571,0.222,3.2,R1273,cedar_crow,2022
19.3,M,5.35,P,0.571,0.222,3.5,R1260,cedar_crow,2022
19.3,F,8,A,0.571,0.222,3.2,R1147_L1194,V_tree_crow,2022
15.6,M,1.65,P,0.625,0.25,2.5,R1451,W_tree_crow,2024
15.7,F,1.5,P,0.625,0.25,3.8,R1454,W_tree_crow,2024
15.7,M,1.95,P,0.625,0.25,2.8,R1457,W_tree_crow,2024
16.2,M,1.95,P,0.625,0.25,2.8,R1457,W_tree_crow,2024
16.2,M,10.05,A,0.625,0.25,2.4,R1353_R1463,W_tree_crow,2024
17.6,M,2.05,P,0.625,0.25,3.4,R1494,W_tree_crow,2024
17.6,F,7.3,A,0.625,0.25,4.2,R1096_R1259,W_tree_crow,2024
17.6,M,10.15,A,0.625,0.25,4.1,R1353_R1463,W_tree_crow,2024
17.8,M,3.3,P,0.625,0.25,3.2,R1516,W_tree_crow,2024
19.9,F,6.5,A,0.625,0.25,3.9,R1407,W_tree_crow,2024
19.9,M,3.1,P,0.625,0.25,3.8,R1494,W_tree_crow,2024
19.9,F,9.65,A,0.625,0.25,4,R1147_L1194,W_tree_crow,2024
15.5,M,9.75,A,0.688,0.25,3.5,R1353_R1463,V_tree_crow,2024
15.6,M,9.3,A,0.688,0.25,2.9,R1339,V_tree_crow,2024
16.2,F,7.1,A,0.688,0.25,3.2,R1355,cedar_crow,2024
16.2,M,1.95,P,0.688,0.25,3.1,R1451,cedar_crow,2024
16.2,M,8,A,0.688,0.25,2.9,R1267,V_tree_crow,2024
16.3,F,3.85,P,0.688,0.25,3.3,R1467,cedar_crow,2024
16.4,F,5.8,A,0.688,0.25,5,R1473,cedar_crow,2024
17.6,M,2.8,P,0.688,0.25,4,R1497,cedar_crow,2024
17.6,F,2.65,P,0.688,0.25,3.7,R1498,cedar_crow,2024
17.6,F,3,P,0.688,0.25,4,R1499,cedar_crow,2024
17.6,M,2.8,P,0.688,0.25,3.8,R1457,cedar_crow,2024
17.7,F,6.4,A,0.688,0.25,4.4,R1135,cedar_crow,2024
17.7,M,3,P,0.688,0.25,3.9,R1506,V_tree_crow,2024
17.8,F,9.55,A,0.688,0.25,3.5,R1147_L1194,cedar_crow,2024
19.9,F,7.45,A,0.688,0.25,3.5,R1333,cedar_crow,2024
19.9,M,3.6,P,0.688,0.25,3,R1544,cedar_crow,2024
19.9,F,3.65,P,0.688,0.25,3,R1545,cedar_crow,2024
