day.s,site,stage,sex,mass_div_100,year,area,uid,lnCort
18.8,0,A,F,8.3,2014,boonies_paradise,R063_L212,6.37
17.2,0,A,F,7.15,2013,island_paradise,R064_L068,2.61
17.7,0,A,F,6.7,2013,island_paradise,R064_L068,3.8
19,0,A,F,7.2,2013,island_paradise,R064_L068,4.26
18,1,A,F,6.55,2015,creek_crow,R064_L068,4.83
19.4,1,A,F,6.3,2015,creek_crow,R064_L068,4.55
16.6,1,A,F,5.1,2016,creek_crow,R064_L068,5.3
18.8,1,A,F,5,2016,creek_crow,R064_L068,3.85
19.4,1,A,F,4.85,2016,log_1_crow,R064_L068,4.31
20.4,1,A,F,5.2,2016,creek_crow,R064_L068,3.36
17.2,0,A,M,8,2013,culvert_paradise,R065,3.73
17.2,0,P,F,3.2,2013,coyote_crow,R067_L094,3.19
18.9,0,P,F,3.75,2013,coyote_crow,R067_L094,4.74
19.6,0,P,F,4.3,2013,coyote_crow,R067_L094,4.44
17.1,0,A,F,6.8,2013,culvert_paradise,R069,3.43
17.7,1,A,F,6.45,2013,Q_tree_crow,R069,3.64
17.1,0,A,F,6.5,2013,culvert_paradise,R070_L082,3.8
18.9,0,A,F,5.7,2013,culvert_paradise,R070_L082,3.9
17.1,0,P,F,3.7,2013,culvert_paradise,R071,3.75
19.1,0,P,F,4.1,2013,Q_burrow_coyote,R071,4.5
19.6,0,P,F,4.55,2013,Q_burrow_coyote,R071,4.7
17.1,0,P,F,3.75,2013,culvert_paradise,R072_L260,4.03
17.1,0,P,F,3.6,2013,far_east_paradise,R074,3.93
17.7,1,P,F,3.1,2013,cedar_crow,R075_L114_L277,3.9
20.4,1,P,F,3.75,2013,R_tree_crow,R075_L114_L277,5.9
15,1,A,F,6.75,2014,V_tree_crow,R075_L114_L277,4.23
15.3,1,A,F,6.75,2014,T_tree_crow,R075_L114_L277,4.59
17.5,1,A,F,7.5,2014,cedar_crow,R075_L114_L277,5.13
14.1,1,A,F,6.55,2015,P_tree_crow,R075_L114_L277,4.94
15.4,1,A,F,6.6,2015,creek_crow,R075_L114_L277,5.26
17.3,1,A,F,5.8,2015,580_crow,R075_L114_L277,5.71
18.9,1,A,F,5.8,2015,cedar_crow,R075_L114_L277,5.2
20.2,1,A,F,6,2015,W_tree_crow,R075_L114_L277,5.12
16,1,A,F,6.05,2016,oak_crow,R075_L114_L277,3.18
17.3,1,A,F,5.35,2016,P_tree_crow,R075_L114_L277,3.85
20.3,1,A,F,5.36,2016,creek_crow,R075_L114_L277,3.26
13.7,1,A,F,7.05,2017,580_crow,R075_L114_L277,3.84
14.3,1,A,F,5.85,2017,580_crow,R075_L114_L277,3.36
15.6,1,A,F,6.4,2017,cedar_crow,R075_L114_L277,3.33
17.7,1,A,F,5.75,2017,T_tree_crow,R075_L114_L277,4.35
19.9,1,A,F,6.6,2017,580_crow,R075_L114_L277,3.13
13.8,1,A,F,6.1,2018,T_tree_crow,R075_L114_L277,5.44
14.2,1,A,F,6.65,2018,p_tree_crow,R075_L114_L277,4.32
15.5,1,A,F,7,2018,580_crow,R075_L114_L277,4.53
17.1,1,A,F,7.85,2018,oak_crow,R075_L114_L277,4
19,0,P,M,4.1,2013,far_out_paradise,R076,4.35
17.5,1,A,M,8.85,2013,D_tree_crow,R077,4.1
18.9,0,P,M,4.9,2013,culvert_paradise,R079,4.44
20.4,1,P,M,5.5,2013,creek_crow,R079,5.33
17,1,A,F,8.6,2015,creek_crow,R080_L289,4.67
18,1,A,F,8.85,2015,creek_crow,R080_L289,4.83
19,1,A,F,8.9,2015,log_2_crow,R080_L289,4.78
20.2,1,A,F,8.6,2015,log_2_crow,R080_L289,4.92
15.3,1,A,F,6.8,2016,L_tree_crow,R080_L289,4.45
16.1,1,A,F,7.15,2016,L_tree_crow,R080_L289,3.88
16.6,1,A,F,6.9,2016,creek_crow,R080_L289,4.52
17.3,1,A,F,6.95,2016,log_3_crow,R080_L289,4.46
20.4,1,A,F,7.55,2016,creek_crow,R080_L289,3.91
14.4,1,A,F,5.45,2017,L_tree_crow,R080_L289,4.02
15.6,1,A,F,5.45,2017,J_tree_crow,R080_L289,3.23
19.1,1,A,F,6.7,2017,creek_crow,R080_L289,5.12
19.8,1,A,F,7.3,2017,J_tree_crow,R080_L289,4.11
20.7,1,A,F,7.95,2017,creek_crow,R080_L289,4.24
19.1,0,A,F,7.65,2013,boonies_paradise,R081,4.2
17.7,1,A,M,7.7,2013,E_tree_crow,R084,4.31
17.5,1,A,M,8.3,2013,B_area_crow,R087,4.6
20.5,1,A,M,8,2013,B_area_crow,R087,7.31
20.4,1,P,M,2.7,2013,B_area_crow,R090,5.79
18.7,1,A,F,8.3,2015,X_tree_crow,R091_R582,5.18
16.1,1,A,F,6.15,2016,580_crow,R091_R582,3.52
17.3,1,A,F,5.85,2016,580_crow,R091_R582,3.26
14.3,1,A,F,5.65,2017,580_crow,R091_R582,3.82
17.8,1,A,M,9.1,2013,log_3_crow,R092,4.32
20.4,1,P,F,2.55,2013,A_area_crow,R093,5.44
20.4,0,A,M,10.35,2013,I_burrow_coyote,R096,5.96
17.8,1,P,M,2.1,2013,B_area_crow,R098_L142,3.75
20.3,1,P,M,3.35,2013,A_area_crow,R098_L142,5.32
14.8,1,A,M,7.8,2014,580_crow,R098_L142,3.25
15.3,1,A,M,7.8,2014,580_crow,R098_L142,4.54
17.2,0,A,F,8.45,2013,island_paradise,R099_R208_L223,3.47
17.5,1,A,F,5.8,2014,fence_crow,R099_R208_L223,5.71
19.1,0,A,F,8.45,2013,I_burrow_coyote,R100,3.84
15.6,1,P,M,2.65,2020,B_area_crow,R1000,3.23
16.3,1,P,M,2.85,2020,H_tree_crow,R1000,3.26
16,1,P,F,2.85,2020,B_area_crow,R1001,3.28
16,1,P,F,2.85,2020,B_area_crow,R1001,3.28
16.3,1,P,F,2.8,2020,J_tree_crow,R1001,2.5
16.3,1,P,F,2.8,2020,J_tree_crow,R1001,2.5
16.3,1,P,F,2.9,2020,A_area_crow,R1001,3.21
16.3,1,P,F,2.9,2020,A_area_crow,R1001,3.21
17.5,1,P,F,3.5,2020,J_tree_crow,R1001,3.4
17.5,1,P,F,3.5,2020,J_tree_crow,R1001,3.4
18.8,1,P,F,3.8,2020,C_tree_crow,R1001,3.62
18.8,1,P,F,3.8,2020,C_tree_crow,R1001,3.62
20.2,1,P,F,4.85,2020,D_area_crow,R1001,3.73
20.2,1,P,F,4.85,2020,D_area_crow,R1001,3.73
21.1,1,P,F,5.65,2020,D_area_crow,R1001,3.21
21.1,1,P,F,5.65,2020,D_area_crow,R1001,3.21
15.2,1,A,F,7.3,2021,darkside_crow,R1001,3.18
16.5,1,A,F,7.4,2021,darkside_crow,R1001,4.23
14.6,1,A,F,7.45,2022,K_tree_crow,R1001,3.2
15.1,1,A,F,7.55,2022,darkside_crow,R1001,3.13
15.8,1,A,F,8.35,2023,G_tree_crow,R1001,3.44
16.2,1,P,M,2.5,2020,U_tree_crow,R1003,2.92
18.8,1,P,M,3.25,2020,oak_crow,R1003,2.77
19.8,1,P,M,3.55,2020,T_tree_crow,R1003,2.96
20.2,1,P,M,3.6,2020,W_tree_crow,R1003,3.31
21.2,1,P,M,3.6,2020,cedar_crow,R1003,3.1
16.2,1,P,F,1.6,2020,log_3_crow,R1004_R1249,3.39
17.4,1,P,F,2.1,2020,R_tree_crow,R1004_R1249,4.06
18.8,1,P,F,2.2,2020,log_1_crow,R1004_R1249,2.6
19.7,1,P,F,2.4,2020,log_1_crow,R1004_R1249,2.38
20.2,1,P,F,2.7,2020,T_tree_crow,R1004_R1249,2.72
21.1,1,P,F,2.85,2020,R_tree_crow,R1004_R1249,3.3
9.6,1,A,F,5.25,2022,log_3_crow,R1004_R1249,3.17
14.3,1,A,F,5.9,2022,log_1_crow,R1004_R1249,2.78
17.5,1,P,F,3.8,2020,B_area_crow,R1005,2.92
20.2,1,P,F,4.5,2020,A_area_crow,R1005,4.43
16.2,1,A,M,7.3,2020,I_tree_crow,R1006,3.33
17.4,1,A,M,7.15,2020,B_area_crow,R1006,3.88
16.2,1,P,F,2.3,2020,T_tree_crow,R1007,2.06
17.5,1,P,F,2.8,2020,R_tree_crow,R1007,5.4
16.2,1,A,F,6.05,2020,L_tree_crow,R1008,3
16.7,1,A,F,5.7,2020,coyote_crow,R1008,2.91
18.9,1,A,F,5.5,2020,log_1_crow,R1008,3.45
16.3,1,P,F,2.95,2020,S_tree_crow,R1009,2.93
18.3,1,P,F,3.5,2020,coyote_crow,R1009,3.17
21,0,P,F,3.85,2020,D_paradise,R1009,2.84
15.8,0,A,F,7.65,2021,lower_runway_paradise,R1009,3.2
16.3,1,P,M,2.1,2020,O_tree_crow,R1011,2.77
16.3,1,P,M,4.5,2020,S_tree_crow,R1012,2.77
16.3,1,P,F,1.8,2020,L_tree_crow,R1013,2.41
16.7,1,A,M,7.6,2020,creek_crow,R1014,3.1
16.7,0,P,M,4.05,2020,D_paradise,R1015,2.49
17.5,1,P,M,4.45,2020,H_tree_crow,R1015,2.11
18.8,1,P,M,4.15,2020,B_area_crow,R1015,3.37
19.5,1,P,M,4.3,2020,coyote_crow,R1015,3.14
20.3,1,P,M,4.65,2020,B_area_crow,R1015,3.74
21.3,1,P,M,5.1,2020,B_area_crow,R1015,3.6
15.9,0,A,M,8.95,2021,N_paradise,R1015,2.93
15.7,0,A,M,8.4,2022,N_paradise,R1015,2.85
18,1,A,M,7.9,2022,log_3_crow,R1015,3.42
20,0,A,M,8.45,2022,river_paradise,R1015,3.08
16.3,0,A,M,7.75,2023,river_paradise,R1015,3.63
17.7,0,A,M,8.9,2023,N_paradise,R1015,2.6
19.1,0,A,M,8.9,2023,N_paradise,R1015,4.18
16.3,1,P,F,1.7,2020,L_tree_crow,R1016_R1261,2.32
17.5,1,P,F,3,2020,log_3_crow,R1016_R1261,3.14
